id,content,label
7450,"Kalo dikira masalahnya kayak berat banget better tuh diem aja pas lagi sendiri nangis.. terus kek batin doa aja ama Allah Subhana Wa Taala.. udah lewat masanya gw pernah mau bundir 3 kali, sayat tangan tapi piso malah tiba-tiba tumpul.. minum Baygon malah gak bisa ketelen 0",Terindikasi Self-Harm
7451,Atau emg gua sayat aja tangan ini biar kaga bisa masak lagi untuk sementara 0,Terindikasi Self-Harm
7452,"Kadang happy ngeliat tangan kiri udh bersih, gaada luka basah lagi.   But deep down in my heart, i wanna do it again. Sekali sayat aja. Sekali lagi 1",Terindikasi Self-Harm
7453,Mungkin kakak gw semuanya kalo liat buku diary gw juga nanges nanges sesenggukan...dulu gw hampir mau sayat tangan sendiri tapi di cegah...hmmmm 0,Terindikasi Self-Harm
7454,"Gue pernah mau bundir, udah gue sayat ni tangan kiri Terus gak lama,ada nenek² Jualan nasi jagung yang biasa gue panggil ""emak""  Ketok2 pager rumah gue ""Ndukk, mau nasi jagung Ndak, nduk ini emak bawa nasi jagung"" Ga pikir panjang, gue nyari kain buat nutupin tangan kiri.. 5",Terindikasi Self-Harm
7455,Sayat tangan 0,Terindikasi Self-Harm
7456,ternyata enak juga ya feelnya sayat tangan pakai jarum 0,Terindikasi Self-Harm
7457,"kedokteran stress mah wajar, lah pendidikan ngapain stress?""  Ye kocak, lo belum tau kan gue pernah nyaris bunuh diri, tangan gue dah gue sayat pake cutter sampe darah dimana-mana, tapi habis pendarahannya berhenti gue langsung ke kampus bimbingan. 0",Terindikasi Self-Harm
7458,Berusaha tidak main sayat sayat lagi tapi tangan ini terlalu gatal mau liat darah mengalir 0,Terindikasi Self-Harm
7459,ga lama gw mulai sayat lagi ni tangan kontollll 0,Terindikasi Self-Harm
7460,TW// self harm Gua pengen sayat tangan sampe puas dah! Buat apa hidup kalo dikecewakan sama orang yang harusnya sayang sama gua 2,Terindikasi Self-Harm
7461,Lagu ini pernah menjadi saksi sayat sayat tangan sendiri 1,Terindikasi Self-Harm
7462,"DULU sayat tangan skrg ga tau, gue bengong, masih gitu sih tapi gue ada alternatif, pake karet sayur trs di jepret di tangan 0",Terindikasi Self-Harm
7463,lama2 cacat ni tangan di sayat mulu 0,Terindikasi Self-Harm
7464,Coba deh.. ini sayat tangan aku 0,Terindikasi Self-Harm
7465,SUMPAHH LU MENDING SAYAT SAYAT TANGAN GUWA KETIMBANG MENYAYAT HATIKU INI 2,Non Self-Harm
7466,"Mending mati gasi?  Atau aku hanya butuh psikiater?  Udah seneng sekarang tangan mulus, tapi sayang rambut makin tipis karna rontok dan suka di cabutin kalo kondisi lagi ga baik baik aja. Tpi seengaknya  tamparan ga bikin berdarah kaya sayat tangan. 0",Terindikasi Self-Harm
7467,"HALAH NIHIL, ORANG"" PADA GAMAU CAMPUR TANGAN, GUA UDH NENDANG MOBIL KERJA DIA, UDH TERIAK.   gua sayat tangan gua (takut juga mati hahaha) dalem bgt sampai skrg msh berbekas. kalau org nanya knp, gua blg dicakar kucing (karna emg ada) aslinya diceritain biar ada perubahan 1",Terindikasi Self-Harm
7468,Gimana caranya ngeluapin emosi selain sayat tangan? 2,Terindikasi Self-Harm
7469,"Bener nder jngn bandar deh.  Awkwokwo w juga ada pengalaman yg sama nder. Bulan maret lalu ak lost kontrol emosi mau bundir pake piso, pas w sayat ke tangan ternyata sakit bjirrr. Trus w coba pake jarum pentul sakit juga badjingan. Awkowkwowko w jadinya nangis sambil mukuli- 1",Terindikasi Self-Harm
7470,gua kadang juga lagi cape bgt sama dunia kadang berpikir apa gua sayat aja yaa tangan gua.. tp di sisi lain gua juga banyak dosa wkwkk 0,Terindikasi Self-Harm
7471,"Tiap kali gue hadepin klien marah, gue selalu parno bakal diviralin sosmed. Pernah digituin soalnya dan agak di-twisted kebenarannya, sampe sayat pergelangan tangan. 0",Terindikasi Self-Harm
7472,jahat bgt ketikannya gua mau nangis mau sayat sayat tangan sambil denger gudang garam jaya 1,Terindikasi Self-Harm
7473,"ohh sering gini otak mikirnya ""itu ada gunting/pisau coba sayat aja ke tangan, kan lagi fase depresi gapapa buat distraksi"", kadang juga terlintas ""apa tusuk ke perut aja ya, biar mati sekalian""  berarti ini ga wajar kah? kek anjir ini otak stop mikir aneh aneh 0",Terindikasi Self-Harm
7474,Apa sayat tangan ya? 0,Terindikasi Self-Harm
7475,sayat tangan pake pisau atau cutter 0,Terindikasi Self-Harm
7476,sayat sayat tangan 0,Terindikasi Self-Harm
7477,"Anjg kl inget kek taik wkwk, mana udh sayat"" in tangan eh tau nya pakai betadine, trs knp aku bisa kawatir waktu itu. BGST lah wkwk 0",Terindikasi Self-Harm
7478,"Orang berantakan kaya aku gimana di kkn nya nanti, orang yg setiap harinya nangis harus gimana disana, yang suka sayat tangan kalau udah bener bener ga sanggup nangis lagi, harus gimana dipaksa ngebaur 0",Terindikasi Self-Harm
7479,"minum paracetamol 4 karpet,lanjut besoknya stopcold 6 bungkus,trus sayat” tangan gajelas,nyoba gantung diri di jemuran pesantren spy mayatnya ga ketemu (bawah jemurannya sungai)ya Allah ada ada wae gweh dulu 0",Terindikasi Self-Harm
7480,"Tapi ini jatuhnya Tuhan yang nolongin sih  kemarin lagi sendiri di rumah, pisau udah di tangan... Pas banget mau sayat tangan tiba"" ada suara keras dari atap kek ada yang jatuh.. ujung-ujungnya gw cek dan ga ada apa"".... 0",Terindikasi Self-Harm
7481,"dan dulu sempet sayat sayat tangan karna snagking cemasnya takut takut terus isi kepalaku alhamdulillah sekarang better karna suport sistem dari ibu, tapi kalau cemas masih suka sesek napas tangan tremor sama kringat dingin sampe kukuku kadang ku kopekin 1",Terindikasi Self-Harm
7482,pengen sayat tangan lg 0,Terindikasi Self-Harm
7483,"Pemikiran random gue, lo boleh sayat"" tangan lo, boleh pukul"" badan lo/jambak"" rambut lo, tapi jangan gebukin/jedotin kepala lo, karena itu satu""nya aset lo Bisa ya, lagi stres parah kepikiran kayak gitu 1",Terindikasi Self-Harm
7484,"Buat sampai di titik bahagianya dia harus hancurin hidupku dulu. Kata orang aku harus bangkit? Mudah kah? Engga, sama sekali ga mudah. Ada 1 luka di tanganku karena aku kumat jadi aku sayat tangan. Bukan luka yg besar. Tapi cukup buat ninggalin bekas sayatan. 0",Terindikasi Self-Harm
7485,"aku sayat pergelangan tangan, lengan kalo ga paha nder. jujurly aku masih sering sampe sekarang karena stress 0",Terindikasi Self-Harm
7486,Sayat nadi bisa meninggal kan ya? Tangan putus meninggal ga si? 0,Terindikasi Self-Harm
7487,"Aku benar2 stres, depresi, anxiety.  Dan pertama kali nyoba selfharm buat sayat tangan, dan aku ngerasa mau ngelakuin hal itu lagi dan lagii 0",Terindikasi Self-Harm
7488,menahan diri untuk tidak sayat in tangan wkwk 1,Terindikasi Self-Harm
7489,"aku sampe sayat tangan aku tau,sangking gataunya gmn cara ngalihin rasa sakit dan berisik dikepala 0",Terindikasi Self-Harm
7490,"Yoon gue takut mati di tangan sendiri , rasanya kepala gue mau hantam ke dinding Yoon, badan gue rasanya mau gue sayat sayat Yoon , gue takut 0",Terindikasi Self-Harm
7491,kebiasaan bangett kalo lagi sakit hati aja tangan kiri gw pengen gw sayat 0,Terindikasi Self-Harm
7492,"Sekarang aku gak tau harus gimana, aku slalu nyari sesuatu buat lampiasin itu. Aku malas2an, aku pengen berkelana, aku sampai punya hobi sayat pergelangan tangan waktu down. Aku bingung, gada yg mau mengulurkan tangan ke aku. I'm so lonely, aku ngrasa aku sendirian di dunia ini. 0",Terindikasi Self-Harm
7493,"Karena ada luka sayat diperggelangan tangan, aku lebih suka pake baju yg lengan panjang buat nutupin.  Jadi sering koleksi kardigan atau knit kayak gini https://shope.ee/7KVhH154f1Cardy Knit Zoya 0",Terindikasi Self-Harm
7494,ternyata emang paling bener kalo stress itu potong rambut drpda nekat buat sayat tangan wkwkwk sakit nya double² anjing kapok 0,Terindikasi Self-Harm
7495,"Akan kuhadapi semua dengan senyum sambil nahan nangis, tangan gemeter...Sayat sayat dikit ga ngaruh 0",Terindikasi Self-Harm
7496,yeu... aku yg pernah sayat tangan gegara stress berat aja nyesel soalnya ngebekas  ini malah ikutin trend gaje 0,Terindikasi Self-Harm
7497,"klo msalh udh numpuk kgni, egk ada tmpt buat cerita, yya pstinya cerita ke diri sndri, nglampiasin ke diri sndri, tdi dah sayat tangan, jambak rambut udah nngis jg smpe skrng blm brnti, nah trus mw aplgi yah 0",Terindikasi Self-Harm
7498,"mnahan diri biar ga sayat tangan, tp silet ak baru maw testii 0",Terindikasi Self-Harm
7499,Gw kenapa sih Tolong hilangkan pikiran pen sayat tangan 0,Terindikasi Self-Harm
7500,"Di kepala berisik, rasanya tiap liat benda tajan pgn lu sayat aja di tangan atau ngeliat obat byk pgn lu minum smua 1",Terindikasi Self-Harm
7501,Pernah di fase tangan di sayat tipis tipis 0,Terindikasi Self-Harm
7502,Algoritma twitter tuh Bener bener deeh Td pagi udah sempet sayat sayat tanganEh sadar pny anak Trus di twitter keluar semua tentang ujian2 Yg pasti Allaah akan bantu.. Huhu Astaghfirullaah 0,Terindikasi Self-Harm
7503,"Takut sakit tapi pernah sayat tangan waktu stress kelewatan, takut mati tapi pernah ada satu titik malah nenggak obat bobok 6 biji dicampur paracetamol 3 biji wkwk https://x.com/convomfs/statu/convomfs/status/1701566902987059543… 1",Terindikasi Self-Harm
7504,"ada. jujur wkt itu gue sampe mukul diri sendiri dan hampir sayat tangan :"" 0",Terindikasi Self-Harm
7505,"nangiss, nangiss, nangisss, sayat sayat tangan 0",Terindikasi Self-Harm
7506,"Tapi pas nafas gua udah mulai habis, gua berpikir sebenernya gua masih mau hidup. Akhirnya gua lepasin cekikan itu walaupun sering gua ulangi karna memang hasrat bunuh diri itu selalu ada. Hobi lain gua adalah sayat tangan pakai pisau dapur. Rasanya diri ini pantas disakiti. 1",Terindikasi Self-Harm
7507,Mati aja kali ya anjir gue udah gak kuat hahahaha. Tanggung banget sayat sayat tangan doang. Langsung aja sayat nadi 0,Terindikasi Self-Harm
7508,"emg paling bener kmrn gua sayat tangan aja, capek 1",Terindikasi Self-Harm
7509,"ada hari dimana ketika nangis itu pen pengen banget ke magelang, ke rsj buat konsul entah ke psikolog atau ke psikiater, tapi ku urungkan karena gamau minta duitnya ke ortu pas self-harm itu nangis tapi puas banget ketika lihat darah sendiri, tangan aku sayat pake pecahan hp 1",Terindikasi Self-Harm
7510,Bole gasii ak ngesayat sayat tangan ak lagiorang ayang uda ga peduli lagi sama ak.. 0,Terindikasi Self-Harm
7511,kadang aku sedih n iri tiap ngeliat anak yang ngga pernah self harm apalagi tangan n badan dia bersih dari sayat…. 5,Terindikasi Self-Harm
7512,"Kepala setiap hari pusing dalam 2 bulan ini dan juga makin berisik, kemarin cuma mau masak dan mau pegang pisau aja ngga berani karna otak aku bilang buat sayat tangan aja 4",Terindikasi Self-Harm
7513,seru jg sayat sayat tangan 0,Terindikasi Self-Harm
7514,"guaa jg kalo stress lampiasinnya jailin kuceng di rumah dgn ending kena cakar seluruh tangan, dari pd sayat sayat tgn pake cuter 0",Terindikasi Self-Harm
7515,"Aku pikir"" kok aku se nggak sayang itu ya sama diri sendiri Rambutku habis ku potong, kuku ku habis ku makan, tangan ku luka ku sayat. Org mana ya yang mau ngulurin tangannya buat ngajak aku bangkit, dan bisa tahan sma semua sifat"" aku ini.. 0",Terindikasi Self-Harm
7516,"itu lagi. tp yg baru itu gue nyayatnya agak naik ke atas deket siku supaya ga ketauan. gatau gmn ceritanya pas mapel agama, guru agama gue nyamperin gue terus nanyain masi sering sayat tangan ga, trs tb² lengan seragam gue dinaikin anjrit kok beliau tau gue nyayat disitu 0",Terindikasi Self-Harm
7517,"Jadi larinya ke self harm, awalnya pas ngelakuin self harm tuh emosinya yg td kependem sendiri ngerasa lega dan puas. Tp abis ngelihat banyak luka di tangan malah nyesel, malah marah, malah sedih, malah jijik, endingnya lukanya disayat sayat lagi biar ilang. Gt aja trs 1",Terindikasi Self-Harm
7518,"dulu waktu masih umur 13-14 suka sayat sayat tangan, terus lama lama jambakin rambut krna rambut gue tebel jdi sans ae. terus sekarang udh jarang begitu tpi klo ada masalah pasti larinya ke makanan pedes yg bner2 pdes 0",Terindikasi Self-Harm
7519,"lo gak sayat-sayat tangan kan?"" gak, self-hrm gue mentok di merokok 1 bungkus dalam semalam 1",Terindikasi Self-Harm
7520,"Ngapain nasehatin gue tapi bawa2 sekolah, bawa2 religion?! Ga ada hubungannya. Intinya mereka sama, gue udah mencoba untuk lebih baik dan apa?! Masih aja kurang. Gue kira dengan sayat tangan gue akan lebih baik tapi mereka gatau apapun dan dengan entengnya bilang gue ga 1",Terindikasi Self-Harm
7521,"I do selfharm tapi gak yg sayat sayat tangan soalnya takut darah, self harm ku mah makan pedes padahal tau perutnya ga kuat, muter lagu pake headset kenceng kenceng padahal tau itu bikin pusing, ama nyeker kalo ambil jemuran padahal panas dan banyak kerikil, dan yg lain 0",Terindikasi Self-Harm
7522,"Hidup saya 2 bulan ini cuma nangisin dia kak:"") Dua kali sayat tangan dan udah ga ada gairahnya hidup:""( 1",Terindikasi Self-Harm
7523,"Nyayat tangan susah, ga segampang di tv sekali sayat auto modar. Aku pernah coba soalnya. Kalo mau ""meninggalkan dunia"" mending tunggu antrian. Bentar lagi kok sabar aja. Selagi nunggu banyakin bekal, mumpung bulan puasa juga banyak pahala berserakan tinggal kumpulin doang. 0",Terindikasi Self-Harm
7524,"dari alumni orang yg pernah kek gt, mati pake cara itu prosesnya lama nder, ga recomended. sayat-sayat tangan dapet sakit ama lemes doang ga mati mati. minum obat nyamuk dapet pait ama kliyengan doang. dah kata gwe besok makan sushi deh ya 0",Terindikasi Self-Harm
7525,"Lupa h+ brp setelah acara selesai, tbtb hidup ku jd penuh drama. Banyak bgt masalah2 yg dateng secara tbtb dan berbarengan, alhasil bikin aku jd stress dan mental ku ancur. Bukan cuma itu, bahkan saking ancurnya aku sampai self-harm dgn cara sayat tangan ku pake pecahan kaca hehe 1",Terindikasi Self-Harm
7526,"Wkwkwk sama, saat aku cape mau sayat tangan suka takut tapi penasaran kata orang enak rasanya. Aku takut darah jadinya ga kek gitu tapi badan aku suka refleks tangan tmpr pipi, mkl kepala, jmbk rambut sendiri kalo ga jedug jedug kpl ke tmbk. Ni refleks jadi bingung berentinya gmn 1",Terindikasi Self-Harm
7527,"Dari gak makan sampe 3 hari, minum obat banyak supaya overdosis dan mati, dan sayat tangan. Gua capek, gua bener bener capek. Tolong gua capek sama semua ini 1",Terindikasi Self-Harm
7528,rasa ingin selfharm muncul trs akhir akhir ini 1,Terindikasi Self-Harm
7529,rasa ingin selfharm 4,Terindikasi Self-Harm
7530,Aku nyemangatin semua orang tapi aku sendiri rasanya ingin selfharm 7,Terindikasi Self-Harm
7531,potong rambut ah moga bisa ngurangin rasa ingin selfharm 0,Terindikasi Self-Harm
7532,Mood ingin selfharm meningkat 0,Terindikasi Self-Harm
7533,slmt sdh mmbuatku ingin selfharm lg 0,Terindikasi Self-Harm
7534,gacoan/seblak? lg ingin 'selfharm' wkakakak 1,Terindikasi Self-Harm
7535,"Bu, aku ingin lenyap. Aku ingin menghilang. Aku tidak tahu bagaimana cara menghadapi kenyataan hidupku. Bu aku suka selfharm, bu aku sering kepikiran buat beli sianida dan mati. Tapi aku tidak mau aku dan inginku menjadj beban pikiran ibu... Ibu dibutuhkan orang banyak https://x.com/strawbrine/sta/strawbrine/status/1683860726056882179… 1",Terindikasi Self-Harm
7536,bener2 ingin selfharm 0,Terindikasi Self-Harm
7537,"Pernah di fase ingin su1cid3, mmg benar kdg org yg mau ngelakuin selfharm sampe su1cidid3 yg dibuat status or etc, mereka butuh afeksi. Makanya kenapa ada himbauan kl sekitar selfharm jgn pernah ditinggal sendiri, slma ada di fase itu, temenku tiap hari dateng ke kos dan- 1",Terindikasi Self-Harm
7538,mau selfharm tapi ingin kulit tetap mulus gmn caranya 0,Terindikasi Self-Harm
7539,"overproud yh ak sm pencapaian ga selfharm selama almost 1,5 bulan,,, dmn sebelumnya tiap minggu isi tangan sm dada tuh luka semua dan gaberhenti-berhenti hshshsh,,,, tp saking girangnya udh lama ga selfharm rasanya malam ini aku ingin melakukannya lagi 0",Terindikasi Self-Harm
7540,"Ma, apakah mama tau betapa lelahnya aku selama hidup? Aku tau mama juga lelah. Tapi aku juga ingin ditanya perasaan aku ma. Apa mama tau aku ke psikolog dan psikiater untuk tetap waras karna sering selfharm ma? 1",Terindikasi Self-Harm
7541,memang cowok kpopku adalah penyelamatku disaatku ingin selfharm 1,Terindikasi Self-Harm
7542,"Dia ga bisa ngerti ama omongan kita coba ckck... Dari situ sampai sekarang aku kyk rela banget digituin sama dia,berkali-kali juga aku selfharm,pengen bunuh diri terus.Lagipula bukan dia aja yg ingin aku mati,aku juga dah lama duluan ingin mati karena tertekan dengan hidup 1",Terindikasi Self-Harm
7543,Akhir-akhir ini rasa ingin selfharm gue tinggi banget deh 0,Terindikasi Self-Harm
7544,ingin selfharm nya pindah jangan d tangan tapi di leher 0,Terindikasi Self-Harm
7545,aku juga mau mabok ( selfharm ) disana ah 0,Terindikasi Self-Harm
7546,"Emang gak ada yang tau ya keberuntungan dan kesialan bisa bareng beriringan namanya juga semesta kan, kemarin jadi manusia paling beruntung gak sampe 24 jam kemudian mau keluar kos nyungsep depan kos perkara sendal ketekuk. Untung udah biasa selfharm segini mah ga ada rasa. 0",Terindikasi Self-Harm
7547,Gak ada teman curhat wkwkwk capek mau meninggal mau selfharm mau mati mau mati mau mati mau mati 0,Terindikasi Self-Harm
7548,"Mau berhenti selfharm ternyata ga gampang ya wkwk. Mo berobat gada duit, buseeeet. Pedih amat. 0",Terindikasi Self-Harm
7549,"Jujur, dr dulu gw selfharm biar ga meledak. Skr setiap mau meledak gw denger musik trs minum air es banyak banyak. 0",Terindikasi Self-Harm
7550,"man alwys be man, udh jatuhin harga diri ga menjamin km sama dia bareng sampe mati. 2x udh kejadian di aku (org yg sama), semua ny palsu cmn nafsu. endingny dia tetap ngejar cwe yg dia mau, sejak kejadian itu aku takut, sering nangis, gelisah, selfharm (im still virgin btw) 0",Terindikasi Self-Harm
7551,"emang udah biasa selfharm, tadi mau selfharm lagi ditelpon bapak mertua suruh jemput ibu mertua buat ziarah haji, akhirnya belum jadi deh 0",Terindikasi Self-Harm
7552,tw! selfharmngomong ke ibu mau ke psikolog tapi malah diketawain “emangnya kamu stress apa?” tanpa blio tw wkt itu setiap bulan aku bisa ngebarcode and strangle myself silently at night 1,Terindikasi Self-Harm
7553,"Gw pernah dan selalu punya pikiran selfharm pake silet/gunting gitu, dipikirkan gw kayak ""huft capek, gampang lah cuman *ngiris* tangan aja"". /anggep enteng.  Lah pas eksekusi, mau nyoba pake gunting malah timbul rasa takut bjir lah udh nempel tinggal sret, tapi ga jadi https://x.com/agithamelita/s/agithamelita/status/1925496967347806664… 0",Terindikasi Self-Harm
7554,Tiap mau selfharm tangan gua keburu gemeteran.. apa itu sign ya.. https://x.com/vlently/status/vlently/status/1921551529208594649… 0,Terindikasi Self-Harm
7555,"Benerrr, aku pengidap depresi juga mandi cuman kena air doang karena ga ada tenaga samsek, skincare an ga, keluar rumah gak, makan susah, nangis mulu, pikiran mau bundir terus, selfharm, stress udah, untung udah baikan sekarang, belum sembuh total :' 2",Terindikasi Self-Harm
7556,"Gua anak rohis dan punya jabatan tinggi di rohis btw pas SMA, pas kuliah gua juga ikut organisasi keislaman. Gua sering jadi MC dan moderator acara2 kajian di kampus. Tapi tetep aja gua depresi dan mau bundir mulu. Terus2an panic attack, selfharm tiap hari. 1",Terindikasi Self-Harm
7557,"bandingin diri kita sama orang lain, pastii gaakan ada habisnyaa. sebisaa mungkin aku skipp trigger ituu biar mental ku ga acak²an. hal yang gila yang pernah aku lakuin itu selfharm. yaaa whatever org mau bilang aku sok keren atau apa. aku melakukan itu karna 1",Terindikasi Self-Harm
7558,Ak selfharm ribuan kli uji coba mau nyerah dri kls 3 sd sampe skrg umur 21 tp aku tetep idup karna setiap hari selalu nemu hal kecil buat tetep idup entah ketemu org baik atau nemu mknan minuman yg enak atau mungkin sekedar liat fyp tempat liburan yg indah hal² kecil yg bkin kmu- 1,Terindikasi Self-Harm
7559,Semoga diriku bisa kaya sender  udh mau 2 bulan no selfharm 0,Terindikasi Self-Harm
7560,"Hai sender. Sorry ga bisa ngasih kata2 bijak atau penghiburan. Sekarang aku ngejalanin hidup ya karena masih hidup aja lebaran kemaren lagi ancur bgt, sempet selfharm jg tp tetep ga mau s word karena mikir memang belum waktunya hehe. Hidup karena masih hidup. 0",Terindikasi Self-Harm
7561,mau ikutan selfharm jg 1,Terindikasi Self-Harm
7562,nangis wkwkwk. gue mau semarah apapun itu tetep gabisa marah dan ujung ujungnya pasti nangis sampe pusing. tp kalo udah bnr bnr numpuk dan mental state lg jelek sampe selfharm (tidak untuk ditiru dan alhamdulillah sjrng udah ga gini) 0,Terindikasi Self-Harm
7563,"Gatidur karna nangis2 sampe selfharm. Alarm kerja bunyi, lgsg mandi dll sambil nangis. Makin sedih karna mau galau aja gabisa sampe puas 0",Terindikasi Self-Harm
7564,"Umur aing ketika itu 19 tahun. Aing di sini ngebela nyokap dan aing sempet mau bundir, tapi kalau selfharm udah sering. Kalau sekarang bundirnya dijadiin aja, gimana? Wallahi aing cape. 0",Terindikasi Self-Harm
7565,"Ini sebenarnya yang gue alamin dari September. Pecahnya awal taun kemarin malah selfharm lagi. Biasa begini langsung berobat, tapi kali ini budget gue ga ada ya emang ga kerja. Mau minta pun ga sanggup nyusahin mama lagi.   Untung pernah, untung tau harus gimana. Hadah kocak 2",Terindikasi Self-Harm
7566,aku mau challenge 1 bulan engga selfharm. . . wml 0,Terindikasi Self-Harm
7567,akhir2 ini kpikiran buat selfharm stiap mau merem 0,Terindikasi Self-Harm
7568,"sebenerny org yg mau bundir tp takut sakit itu org yg pgn hidup tp gamau hidup di kondisi yg dialami, aku g pernah ad niatan bundir sih tpi emg sering selfharm (ini jg aku tutup²in dari org² di rl, g blh ad yg tau) ak pnya tmn yg dikit² mau bundir, diemin aja klo muak ya cut off. https://x.com/nkptst/status//nkptst/status/1895107189767057795… 0",Terindikasi Self-Harm
7569,"* TW / SUICIDE, SELFHARM * Ga segampang itu mati. Selama 2021 - 2023, gw sudah coba selfharm suicide pake cutter, silet, panadol puluhan biji, mau gantung diri. Tp enggak mati, karena hidup mati ditangan Tuhan. Lo itu cape, buntu, gaada tempat lari. Ayo dm gw, gw dgrin crta lo. 1",Terindikasi Self-Harm
7570,"Setiap mau selfharm selalu merhatiin tangan terus, sayang banget kalo sampe luka. Tapi kalo ngga sesek banget 0",Terindikasi Self-Harm
7571,orang orang membiarkan aku hidup cuma buat tau berita aja. sesimpel waktu aku selfharm kemaren2 gaada 1 orangpun yang nanyain (yang notice lukanya malah asprak wkwkw kocak)  giliran aku bikin sg di close friends sec acc soal masalah yang bakal gong banget itu pada mau tau 0,Terindikasi Self-Harm
7572,"Ada promo gasi, mau selfharm 0",Terindikasi Self-Harm
7573,"stress bgt jing rambut rontok, bb anjlok, selfharm, besok mau potong rambut aja dahhh. 0",Terindikasi Self-Harm
7574,udah mau mati alias selfharm udah smpe ke nadi 0,Terindikasi Self-Harm
7575,"Moment yg begini bikin ngerasa makin cape buat hidup, entah brp kali punya suicidal thought dan selfharm karna ortu, tapi mikir lagi masih bnyk bgt yg mau ku lakuin di hidup ini dan masih slalu ingat jg tuhan gk bakal ngasih cobaan yg hambanya tidak mampu yah itu yg buat bertahan 0",Terindikasi Self-Harm
7576,/selfharmaku selalu cutting dan nangis2 gak karuan kalau aku harus ngelepas orang yg aku sayang. mau temen atau pacar... aku paling gabisa nerima keilangan kek ditinggal atau ngelepas org yang aku sayang krn aku tipe yg attached banget2... https://t.co/EymAVm4kmV 0,Terindikasi Self-Harm
7577,"aku kalo insom kabuh atau lagi chaos, kadang udh diujung tanduk mau selfharm aku lari ke chat gpt 0",Terindikasi Self-Harm
7578,yaallah kenapa mau selfharm terus:( 0,Terindikasi Self-Harm
7579,"Ini bener² inget bgt aku lg hectic sama yang namanya KTI. Sumpah rasanya mau nangis krn lagi sumpek eh dianya gini, aku lgsg stress bgt waktu itu sampe selfharm... i know that it's too much, but i dont have no one to talk to *at that time*, all i can do is just...ya gt dehh— 1",Terindikasi Self-Harm
7580,mau selfharm makan indomie sehari 3 bungkus 0,Terindikasi Self-Harm
7581,Gqkbkuayvhwget anjir wkwkwkw butuh pelampiasan mau selfharm tapi cutter hilang 0,Terindikasi Self-Harm
7582,"Kalo aku pribadi juga selfharm yang ga ada udahnya dan ke-engga produktifan aku bener"" parah menurutku aku gabisa fokus ngapa""in rasanya mau ngurung diri terus di kamar terus rasa capek karena aku pengen tidu, tidur yang sekaki bisa tuh yang pules tanpa mimpi tanpa kebangun 2",Terindikasi Self-Harm
7583,"NANGIS GAK LOO DIKIRIMIN TESTI MAKEUP KAYAK GINIII ""Telah lahir kedunia"" sedangkan gue tiap malam masi suka selfharm/kepikiran bundir Pokoknya aku mau hidup lebih lama, mau ketemu calon-calon klien makeupku, masi mau kosplee 2",Terindikasi Self-Harm
7584,"#selfharm Aku orng yg haus validasi, bahkan rela ngelukain diri sendiri biar bisa di perhatiin banyak orng. Bahkan sh udah jdi kebiasaan sehari-hari, karna cmn pengen dan mau ngerasain sensasinya lagi, udah nyoba buat berhenti tapi akhirnya tetep ngelakuin karna hausnya validasi. 0",Terindikasi Self-Harm
7585,aku ngelampiasinnya selfharm klo udh sampe stress bgt soalnya mo healing ora ada duitne mo ngewe takut kena IMSmau mabok blm pernah minum yg aneh²mau ngerokok&ngevape gak suka bgt sama asep nyamau ngaji udh keseringan dan ttp stres jg udhannya https://x.com/adeekcantik/st/adeekcantik/status/1854028428510728331… 0,Terindikasi Self-Harm
7586,gue mau selfharm makan gacoan yg pedes 0,Terindikasi Self-Harm
7587,yuk sp mau selfharm bareng 0,Terindikasi Self-Harm
7588,"Gak lagi selfharm, aku coba cekik leher sendiri, beberapa kali gak makan sampe gak sadarin diri, sayat tangannya lebih dalem. Aku gak semangat dalam lakuin apapun, nilaiku jelek banget. Aku juga gak paham, mau jadi apa pas lulus nanti? apa itu nanti? aku mau mati. 1",Terindikasi Self-Harm
7589,ntar malam mau selfharm lagi 0,Terindikasi Self-Harm
7590,abis selfharm (makan gacoan lv 8) udh mo mampus 2,Terindikasi Self-Harm
7591,"My life was a mess Gw kuliah burnout parah, gw gatau mo reach out siapa lagi bahkan di keluarga sendiri pun gw sendiri Rasa sakit selfharm pun dah gabisa nutupin sakit ini anjg kek wtf arghhhh  Jadi raja iblis lama2 gw 0",Terindikasi Self-Harm
7592,"bbrp hari kemaren. rasanya kaya ggal bgt, salah bgt, mukulin kpala sampe sakit dan pusing bgt. w pernah selfharm waktu kecil, ga ada internet atau tayangan tv yg ngajarin w tp entah dr mana w slalu nyakitin diri sndiri. mukulin kepala, mo iris nadi pke piso jg prnh 1",Terindikasi Self-Harm
7593,semalem abis melakukan adegan dewasa (selfharm) dgn cara makan seblak pedes+minum kopi.  sumpah kaya org mo mati rasanya.. 0,Terindikasi Self-Harm
7594,"gw pgn makan pedes biar gw ga bs ngrsain ni sakit, tp gw nyari pnykit jg ambeien w bakal kumat, BINGUNG! mo selfharm biar tenang jg gada silet 4",Terindikasi Self-Harm
7595,"Mlm nya smpet kepikir mo selfharm besoknya kecelakaan, mkasih udah dikasih bonus yaAllah 0",Terindikasi Self-Harm
7596,"iyeee lu semua mo ngatain gua goblok selfharm perkara cinta katain aja gapapa, emg udah goblok anakny 0",Terindikasi Self-Harm
