id,clean_content,label
6743,rasa gua mau nabrakin diri truk,Terindikasi Self-Harm
6744,enak nabrakin diri apa,Terindikasi Self-Harm
6745,aku capek ari benar rasa pengin nabrakin diri kereta,Terindikasi Self-Harm
6746,sopir mobil nya faham modus nabrakin diri,Non Self-Harm
6747,mending martabak apa nabrakin diri,Terindikasi Self-Harm
6748,intrusive thought ku jalan nabrakin diri motor truk bus arah lawan,Terindikasi Self-Harm
6749,bang apa benar bang kalo nabrakin diri truk bakal jadi anime manhwa mau coba bang capek banget jadi manusia,Terindikasi Self-Harm
6750,sumpah benar kepala mau pecah gue rasa pengin nabrakin diri jalan,Terindikasi Self-Harm
6751,aku enggak pernah psikolog langsung psikiater pilih kesana langsung soal rasa diri gabener mau nabrakin diri terus butuh obat biar pikir jelek hilang pelan pelan jadi sesuai kondisi nder,Terindikasi Self-Harm
6752,dear kucing kosan plis stop nabrakin diri pintu kamar tengah malam kaget woe,Non Self-Harm
6753,nabrakin diri kali kali nih jangan jahat banget aku,Terindikasi Self-Harm
6754,saat kayak begini tuh nabrakin diri mobil kaya ide bagus,Terindikasi Self-Harm
6755,siapa tuju gue nabrakin diri,Terindikasi Self-Harm
6756,bahkan matahin omong ane dulu masa iya orang mau si word cuma gegara putus cinte iya anjink ane rasai ane waktu jobsite kan terus ngeval operasional tambang tetiba cetus kata kata kurleb begini nabrakin diri hd sakit apa kagak,Terindikasi Self-Harm
6757,gua enggak habis pikir gua sebel banget sekarang gua kena modus tabrak lari apa bagaimana sih kocak nabrakin diri motor gua pakai minta belas kasihan janda kalo enggak pakai kalimat akhir gua bakal kasih sumpah,Non Self-Harm
6758,sabar monyet masa aing nabrakin diri mobil depan pas lampu ijo,Non Self-Harm
6759,tadi wb lihat video enggak tau artis actor siapa mobil lewat terus fan tunggu lewat lari pas mobil datang nabrakin diri mobil gila memang sih fan tuh enggak bl nya luar nalar parah nya tuh kayak begini sana anggap lumrah,Non Self-Harm
6760,seru tadi kalo gue nabrakin diri depan kampus,Terindikasi Self-Harm
6761,jangan nabrakin diri please kasihan nabrak kamu kalo punya keluarga terus penjara lebih kasihan,Non Self-Harm
6762,kayak enggak semangat hidup ngrasa malas banget pengin nabrakin diri mobil truck takut enggak mati takut malah cuma cacat jadi tambah beban hidup jadi kudu kayak mana jancok,Terindikasi Self-Harm
6763,tahun pacar sama kalo salah aku marah bakal ngancem bunuh diri kalo aku enggak maaf tahi nya tuh pas naik motor bayang bawa kencang banget mau nabrakin motor mobil i mean lo kalau mau mati jangan ajak hey sendiri sono,Non Self-Harm
6764,gue pernah hampir budir nabrakin diri pas nyebrang pulang sekolah saking enggak ada satu percaya gue gue tau nama orang awal fitnah gue dengar nama lihat gue langsung enggak bisa napas gemeteran takut kena fitnah,Terindikasi Self-Harm
6765,mending gue lompat lantai apa nabrakin diri mobil,Terindikasi Self-Harm
6766,kecewa banget mending loncat gedung nabrakin diri kereta,Terindikasi Self-Harm
6767,aku mau nambahin versi aku aku hampir nabrakin diri mobil masuk jalur bus transjakarta salah satu halte aku sempat celaka parah amnesia darah otak aku enggak ingat apa aku punya yakin coba bunuh diri aku aku enggak sadar,Terindikasi Self-Harm
6768,sorry sayang bundir cara nabrakin diri kereta sangat ngrepotin banyak pihak,Non Self-Harm
6769,jadi ingat dulu selalu pikir suicide nabrakin diri mobil tabrak truk akhir minta tolong nyerah rasa sungguh syukur gua kasih sempat minta tolong meski juang buat tahan,Terindikasi Self-Harm
6770,kadang pengin mati nabrakin diri mobil takut susah drivernya entar,Terindikasi Self-Harm
6771,gue sama coba banyak cara diam diam brutal kayak nabrakin diri gandir semua gagal cuma sakit luka malu enggak tolong simpul nya,Terindikasi Self-Harm
6772,gua enggak benar nyerah gua ngumpulin berani buat langsung nabrakin diri kalo kereta dekat,Terindikasi Self-Harm
6773,malam gua pakai cara minum obat jumlah banyak obat random expired cekik diri sendiri coba taliin leher pakai kabel nabrakin diri kereta baru gua tau nyata tuhan rancang mode survive badan control keren banget,Terindikasi Self-Harm
6774,jadi ingat gue siap bawa motor kencang pengin nabrakin diri biar tinggal eh enggak jadi malah melipir lihat mamang mie ayam,Terindikasi Self-Harm
6775,mau nabrakin diri rasa gue biar enggak usah jadi kesana kesini kntl,Terindikasi Self-Harm
6776,bgst gue menang gue punya problem issue sendiri orang rumah hina gue mulu bangsat apa gue loncat anjing tau kemarin gue nabrakin diri bngst tahi gue minum obat tetap kepala gue berisik ajggggggggggg,Terindikasi Self-Harm
6777,jujurly pikir pengin nabrakin diri muncul pas habis interview semarang sama hrd sok iye soal wkwkwk parah banget tahi,Terindikasi Self-Harm
6778,kadang kalau nyetir rasa pengin nabrakin diri,Terindikasi Self-Harm
6779,langsung pengin nabrakin diri truk tronton,Terindikasi Self-Harm
6780,mau cerita dulu waktu aku didiagnosa skizoafektif aku minta putus aku menang mau lari tengah jalan mau nabrakin diri truk sabar nenangin aku terus bawa aku toko emas buat beli cincin besok datang rumah bawa warga kampung buat ngelamar aku,Terindikasi Self-Harm
6781,tadi mau jogging takut tb pikir nabrakin diri truk,Terindikasi Self-Harm
6782,nabrakin diri kereta,Terindikasi Self-Harm
6783,nder gue sekarang umur iya kalau orang lihat mah hidup mulus kerja lompat antar top regulator gaji digit kan orang enggak tau struggle apa aku hadap pernah tahap pengin rasa nabrakin diri kereta hidup sawang sawang,Terindikasi Self-Harm
6784,gua mau mati aja gue mau nabrakin diri fak,Terindikasi Self-Harm
6785,hati hati jangan nabrakin diri,Non Self-Harm
6786,barusan dengar kabar tetangga nabrakin diri kereta nyata suami ngeslot sama selingkuh yaallah,Non Self-Harm
6787,orang bunuh diri nabrakin diri kereta depan rumah ku whyyyyyyyyy,Non Self-Harm
6788,intrusive thought kadang kalo mobil lewat pengin nabrakin diri,Terindikasi Self-Harm
6789,pengin nabrakin diri,Terindikasi Self-Harm
6790,cewek tolol susah orang gue punya teman begini dulu alay bayang mau nabrakin diri tengah malam waktu gue habis nemenin die ribut sama cowok kagak jelas mobil kencang kalau kagak gue tarik mokad kali waktu,Non Self-Harm
6791,recent days terus terus aku ngebayangin aku lompat jembatan soetta rel kereta nabrakin diri waktu berangkat pulang kerja,Terindikasi Self-Harm
6792,tadi ketemu orang dulu turut andil kencur idupku pengin nabrakin diri motor biar skalian mati bareng entah knapa tb muncul ragu,Terindikasi Self-Harm
6793,aku pernah kak posisi nabrakin diri fuso minum racun enggak mati mati aku sadar langsung kalau aku mati waktu enggak bisa masuk surga enggak bisa ketemu orang tua aku sana enggak bisa ketemu rasullullah langsung sadar taubat enggak mau laku aneh,Terindikasi Self-Harm
6794,lama lama gue manual deh cari truk terus voluntir nabrakin diri gue sendiri puyeng anjir hidup sini,Terindikasi Self-Harm
6795,gue nabrakin diri truck kali,Terindikasi Self-Harm
6796,i feel youuu aku pernah laku bodoh mirip nyamperin harap ngobrolin baik baik eh nihil wkwkwk rasa mau nabrakin diri kereta waktu sekarang enggak sesal sih malah lucu pikir pikir aku bego,Terindikasi Self-Harm
6797,kapan deh t ganti bis oren mau tunggu gue bundir nabrakin diri bis apa bagaimana stres banget berangkat kerja pulang kerja pakai bis tolol ngambil bijak gue sumpahin mati konyol kelindes truk and i mean,Terindikasi Self-Harm
6798,pernah kayak benar pengin nabrakin diri rasa,Terindikasi Self-Harm
6799,wkwkwkw bangsaaaat gue pikir buat nabrakin diri kereta rumah dekat sama stasiun fak wkwkwkwkwkwkwkwk,Terindikasi Self-Harm
6800,memang enggak ada guna hidup besok mau nabrakin diri deh,Terindikasi Self-Harm
6801,pengin nabrakin diri pas naik mtr anjir,Terindikasi Self-Harm
6802,kalo bawa motor pengin tbtb nabrakin diri nder,Terindikasi Self-Harm
6803,wkwkwk sering ngendarain motor pengin nabrakin pegang pisau pengin nusukin diri sendiri orang,Terindikasi Self-Harm
6804,aku kak baru masuk kantor anxiety duluan jalan pikir jelek mau nabrakin diri semua biar enggak masuk kerja aku enggak bisa tiba tiba resign mau lebaran,Terindikasi Self-Harm
6805,enggak pulang rumah enggak usah marah disalahin sumpah capek capek capek aku jam rumah aku baru balik bulan mau gila mau mati mau nabrakin diri tiap truk lewat enggak semua stop,Terindikasi Self-Harm
6806,tahun kemarin benar puruk sempat pengin nyerah nabrakin diri pas waktu pulkam malam surabaya waktu rehat alf mart kakak adik begini adeknya menang capek laper mas omong kalo botol plastik banyak hari ngajakin istirahat spbu belah,Terindikasi Self-Harm
6807,bismilah nabrakin diri dulu truk mana tau isekai,Terindikasi Self-Harm
6808,pengin nabrakin diri truk,Terindikasi Self-Harm
6809,jadi ingat kalo gue pernah bilang allah kalo kali gagal aku gagal kerja aku benar benar bunuh diri aku bakal benar benar mati cara loncat nabrakin diri apa gue laku,Terindikasi Self-Harm
6810,aku benci semua aku pengin hilang aku enggak mau hidup aku capek sama semua aku kayak begini aku pengin nabrakin diri selalu lintas tiap aku stres,Terindikasi Self-Harm
6811,apa gue udahin hidup gue apa gue bundir apa gue nabrakin diri rel kereta wkwkwkwkwkwkwkwk,Terindikasi Self-Harm
6812,ini aku jarang mau cerita soal suicidal rl sering spontan bilang mau nabrakin diri lah mau logout lah aku enggak paham sama asa sendiri makanya pilih enggak kasih vibes negatif paling aku curhatin soal skripsi trauma soal mantan,Terindikasi Self-Harm
6813,pikir gue kali mau nabrakin diri tahun,Terindikasi Self-Harm
6814,apa nabrakin diri biar lupa sama rasa sakit,Terindikasi Self-Harm
6815,gue marah banget capek banget tiap keluar rumah entah mau pergi mau pulang pas jalan bawa motor pikir gue isi pengin nabrakin diri jalan cuma batas pikir ajasih enggak pernah laku gue jadi capek banget energi pikir,Terindikasi Self-Harm
6816,apa aku ngebarcode cabutin rambut botak kayak bakal balik ngebarcode tangan lebih tenang kalo,Terindikasi Self-Harm
6817,ngebarcode tangan sendiri,Terindikasi Self-Harm
6818,tangan gue mulai cantik bikin ngebarcode kontol,Terindikasi Self-Harm
6819,angjay dulu trend banget ngebarcode tangan panjang banget sekarang gue kagak perlu pakai silet garuk garuk langsung lendung kulit,Terindikasi Self-Harm
6820,terus gue bilang tangan gue kena minyak pas masak she was like ira ngebarcode iya kontol i cut nyself and im gnna front of lu,Terindikasi Self-Harm
6821,ngebarcode tangan jalan ninjaku,Terindikasi Self-Harm
6822,sakit diri bukan cuma ngebarcode tangan bro makan pedas minum kopi terus omong jelek diri sakit diri sendiri,Non Self-Harm
6823,tau enggak sih kan ceritana gue jajan warung terus datang bocil tetangga gue mau beli beli hansaplast gue tanya buat apa terus kata buat tangan gue tanya tangan memang santai bilang habis ngebarcode,Non Self-Harm
6824,paling parah kalo kambuh tremor jantung debar tangan kaki dingin blankout sek napas aslam naik mual muntah diare asa wah kayak tinggal nih paling kesel kalo mulai pikir buat self harm enggak ngebarcode sih cuma pengin mukul tembok kepala haha,Terindikasi Self-Harm
6825,dulu pas gue suka ngebarcode tangan bisa mungkin cari cara biar enggak ada bekas eh semenjak punya onel tangan gue luka sana sini malah enggak peduli,Terindikasi Self-Harm
6826,pengin ngebarcode tangan enggak mau mau capek,Terindikasi Self-Harm
6827,kemarin kerja materi bahas barcode aku auto kicep langsung nyembunyiin tangan mana guru aku pegang nanyain alas barcode lah nyerita anak ngebarcode terus minta dapat aku lulus psi jatohnya malah sindir diri sendiri,Terindikasi Self-Harm
6828,semua benar mulai anak bebas main hp bukan cuma masalah main protect isi hpnya apa bahkan anak murid sd suka ngebarcode pas masuk kelas seringkalii lah ku cek tangan,Non Self-Harm
6829,hi world of ngebarcode i sama back kali tangan,Terindikasi Self-Harm
6830,gue ngebarcode bukan soal maksiat paham enggak sih depression gue bukan cuma lampias tangan gue mulut gue kaki gue gue kagak punya tempat cerita gue apa coba gila gue begini lama ii lo kalo ngejudge please mikir dulu deh gue kawal kok diri gue buat enggak,Terindikasi Self-Harm
6831,kayak malam bakal ngebarcode tangan deh enggak kuat soal,Terindikasi Self-Harm
6832,nah benar enggak ngebarcode tangan,Non Self-Harm
6833,bjirr kalo ingat pernah ngebarcode tangan tuh kayak asa tuolol banget untung enggak jadi keloid,Terindikasi Self-Harm
6834,ngebarcode malam pas sunyi darah tetap tempel tinggal tidur pagi darah kering sendiri terus waktu mandi perih kena sabun waktu silet kena tangan kebas nya minta ampun tangan,Terindikasi Self-Harm
6835,tahun lalu tahun sama enggak ada ubah aku tto ngebarcode tangan aku sendiri i don t deserve someone these world,Terindikasi Self-Harm
6836,ngebarcode tangan sama paha jedotin kepala dinding,Terindikasi Self-Harm
6837,gua takut gua balik biasa gua dulu ngebarcode tangan,Terindikasi Self-Harm
6838,jasa ngebarcode tangan diri sendiri,Terindikasi Self-Harm
6839,padahal asli enggak gua lemah banget gua enggak bisa gua cuma kuatin diri gua sendiri gua berapa kali ngebarcode tangan gua biar hilang rasa sesak gua rasai,Terindikasi Self-Harm
6840,stres ngebarcode tangan tangan gue jadi jelek sekarang,Terindikasi Self-Harm
6841,aku enggak pernahngebarcode tangan aku bersih rambut aku selalu pendek waktu tidur beranta pola makan beranta maag terus terus stres tiap hari,Terindikasi Self-Harm
6842,gue ngebarcode tangan gara gara masalah rumah sama sekolah selain enggak nothing,Terindikasi Self-Harm
6843,lama enggak ngebarcode tangan,Terindikasi Self-Harm
6844,pengin ngebarcode tangan wkwk,Terindikasi Self-Harm
6845,aku suka sakit diri sendiri aku kelas aku mulai ngebarcode sekarang tangan aku cucur darah itusakit tenang si like aku jadi manusia paling bajing pernah,Terindikasi Self-Harm
6846,kalo tanya sayang apa aku sama haechan aku bingung mau jawab bagaimana kalo ceritain bakal panjang banget haechan arti buat hidup aku dulu aku pas masalah selalu ngebarcode tangan aku sekarang enggak banyak semua haechan,Terindikasi Self-Harm
6847,sama nder gue coba buat henti ngebarcode kasihan tangan gue jadi jelek,Terindikasi Self-Harm
6848,pernah biar diri sendiri injek sama orang pernah mukul kepala sendiri kencang banget pening ngebarcode tangan gue jelek banget maaf diri ku,Terindikasi Self-Harm
6849,aku bahkan ingat saat bb aku turun kg waktu aku bahkan ingat bibir aku kering terus aku sering menang aku bahkan ingat aku potong rambut bahu aku bahkan ingat jam berapa biasa aku ngebarcode tangan,Terindikasi Self-Harm
6850,jadi malu tahu ngebarcode tangan,Terindikasi Self-Harm
6851,enggak pernah ngebarcode paling mukulin tangan tembok,Terindikasi Self-Harm
6852,kali coba bundir cara enggak banget wkwkw minum jenis obat bareng dosis enggak kira harap od nyata hidup pernah ngelewatin masa ngebarcode tangan sekarang bb susah turun kalo stres makan,Terindikasi Self-Harm
6853,ngebarcode tangan seru,Terindikasi Self-Harm
6854,dulu aku sering banget ngebarcode tangan rambut ku enggak pernah panjang minum obat banyakk banget,Terindikasi Self-Harm
6855,bulan bulan kemarin aku gagal terus buat tangan bersih pokok oktober hidup ngebarcode hidup barcode jaya jaya jaya,Terindikasi Self-Harm
6856,tau selfharm jelek gue auto makin down kalo begini mah ingat waktu gue dngn gblk nya daftar mcu dngn ada tangan penuh gores fresh memang baru semalem ngebarcode,Terindikasi Self-Harm
6857,enggak sakit lebih sakit batin kalo batin sakit mah mau ngebarcode berapa banyak enggak rasa kalo pas sadar rasa buat pernah jangan coba deh tangan jadi jelek self harm bikin candu,Terindikasi Self-Harm
6858,asa sih nder perih kena silet saat sama asa lega sekian waktu enggak ngebarcode malah pindah mukul mukul kepala pakai tangan sendiri kalo enggak asa sakit malah asa enteeeng banget telah,Terindikasi Self-Harm
6859,pernah akhir enggak ngebarcode nyakarin tangan sendiri memang enggak darah kalo pakai benda tajem beberapa gosrek dikit tau luka pas sabun terus pas sadar malah kayak minta maaf sama diri sendiri khusus sama tangan sendiri cakar,Terindikasi Self-Harm
6860,kakak panik banget masuk kamar lihat aku pegang gunting terus ku arahin tangan langsung ngedeket ngelus ngelus kepala gemas kira aku mau ngebarcode apayak padahal memang sih eh wkwkkkw,Terindikasi Self-Harm
6861,mending gua gigitin tangan gua ngebarcode bikin jelekkkk tangan gua,Terindikasi Self-Harm
6862,yoon aku enggak punya semangat hidup capek banget yoon aku tau hidup enggak adil maaf yoon cantik mu sering ngebarcode tangan indah nya tenang yoon aku kan kamu ngelewatin masa kayak begini masa aku enggak,Terindikasi Self-Harm
6863,wait tangan hoodie kocheng saiya bercak darah iya lupa kan ngebarcode wkwkwkw,Terindikasi Self-Harm
6864,tau sh mimpe sekian kali ngebarcode tangan darah darah,Terindikasi Self-Harm
6865,greget banget tangan pengin ngebarcode ah,Terindikasi Self-Harm
6866,sayaaaa semalem sih ngebarcode tangan hari hhhh,Terindikasi Self-Harm
6867,ngebarcode kalo benar enggak kuat biasa kalo enggak kaki tangan enggak tembok buat tinju,Terindikasi Self-Harm
6868,sena kalau rasa capek sama semua biasa nya kapai soal gue biasa nya kalo capek selalu ngelampiasin tangan gue cara ngebarcode siapa tau gue nerapin cara lo,Terindikasi Self-Harm
6869,ngebarcode wkwk tangan kiri gua jadi enggak mulus asu,Terindikasi Self-Harm
6870,gila banget gua ngebarcode tangan gua,Terindikasi Self-Harm
6871,cerita orang nyata enggak bikin lega habis ngebarcode rasa sakit hati pindah semua tangan jadi lega,Terindikasi Self-Harm
6872,please banget yoongi masa gue ngebarcode tangan gue bersih rambut gue mau panjang,Terindikasi Self-Harm
6873,gue butuh sosok cowok real bikin gue ketawa gue ceritain keluh kesah gue nemenin gue saat down mama enggak tau gue kalo fase rendah suka ngebarcode tangan wkw mana mana sosok cowok gue jadi tempat sandar papah abil mana,Terindikasi Self-Harm
6874,hampir bulan enggak ngebarcode semalem pengin banget akhir lebih pilih ngeroko tangan gatel banget pengin ngebarcode,Terindikasi Self-Harm
6875,hari lalu gue kapai ngebarcode tangan gue mulus jadi jelek anjrittstsghd,Terindikasi Self-Harm
6876,tau selfharm selfharm enggak cuma buat barcode tangan kalau konteks kamu tanya ngebarcode kayak susah deh ilangnya,Non Self-Harm
6877,kira self harm ngebarcode tangan padahal cakar kucing,Non Self-Harm
6878,apaansi lo lebay banget ngebarcode tangan kayak alay cuma bikin gue lega,Terindikasi Self-Harm
6879,haloo kali kasih trigger warning btw jangan ngebarcode kasihan tangan mu apa masalah kamu kamu keren laku smngatt aku mau bilang terima kasih kamu tahan sejauhh,Non Self-Harm
6880,allah mau ngebarcode tangan rasa,Terindikasi Self-Harm
6881,pengin ngebarcode tangan takut sakit,Terindikasi Self-Harm
6882,pernah dilecehin sama teman cowok waktu sama rok ku angkat atas lutut pas lapor guru ku cuma bilang sudah lupa gapenting banget padahal guru nya cewek alhasil saking trauma nya ngebarcode tangan sendiru,Terindikasi Self-Harm
6883,yeay kamu hebat banget hebat banget tahan diri buat enggak ngebarcode tangan kamu i sama proud of you,Non Self-Harm
6884,for the first time my life nyata ngebarcode tangan punya sensasi sendiri,Terindikasi Self-Harm
6885,tau suicidal thoughts selfharm self harm cutting enggak jadi bundir gara-gara kata kalo gantung diri mati bikin sakit banget since then gue pindah ngebarcode tangan buat lampias and almost cut my wrist kalo waktu enggak sekelibet mikir gue siap enggak alam sana,Terindikasi Self-Harm
6886,yoon rasa berat banget akhir barcode tangan pas terus tadi benar enggak kuat banget akhir ngebarcode biasa jelek muncul aku apa,Terindikasi Self-Harm
6887,hai cantik berat berat masalah kamu jangan ngebarcode gaboleh tau entar tangan cantik jadi rusak kalo apa apa cerita aku kan lumayan dket bahagia terus,Non Self-Harm
6888,masalah sepele ajg kalo enggak bisa bantu buat enggak usah julid bgsd lo pikir suka ngebarcode tangan enggak capek capek anjg lo pikir gampang lepas semua persetan lah sama ilfeel enggak,Terindikasi Self-Harm
6889,ngebarcode tangan sakit nyata,Terindikasi Self-Harm
6890,tahu ngebarcode tangan pas masak tahu menang pas mandi hari lengkap wkwkkw mujur nya sial nya,Terindikasi Self-Harm
6891,eh plis ipk smtr naik dong kalo enggak naik gue takut gue ngiket leher sendiri wkwkw,Terindikasi Self-Harm
6892,damn aku pernah ngiket leher pakai gorden kamar lihat scenery kebun tetangga suka berisik potong rumput terus gajadi sakit banget anjing habis makan seblak,Terindikasi Self-Harm
6893,kak barusan aku ngiket leher ku random tb tb pikir daging kurban masak apa aku lepas tali nyapeluk jauh kak,Terindikasi Self-Harm
6894,nih tali mending buat ngiket leher gue sekarang deh bang enggak kuat,Terindikasi Self-Harm
6895,lebih obat ngiket leher kagak mempan cok curiga backingan gue kuat benar,Terindikasi Self-Harm
6896,rasa sakit banget tahan leher pengin ngiket leher banget,Terindikasi Self-Harm
6897,orang tua gue dulu selalu ngungkit ngungkit beri terus gue speakup menang menang habis gue ngiket leher gue pakai sabuk sekarang orang tua gue enggak pernah,Terindikasi Self-Harm
6898,aku ingeettttt banget pas awal aku pindah kesini ngiket leher kucing patok kayu luar atap kalo ujan kena dingin kalo panas kena hawa panas kasih makan minum enggak tiap hari cari sendiri enggak aku umi adek menang tiap lihat,Non Self-Harm
6899,aku pernah panjang kayak foto turut kalo pusing bukan panjang pendek rambut ngiket rambut kenceng rambut panjang tuh lebih berat leher sakit kalo kuncir tinggi pas potong auto plong asa enteng banget kayak beban hidup hilang,Non Self-Harm
6900,mana lucu banget ngiket handuk mulu leher mana handuk kecil jadi copot copot mulu haaaaaaaa,Terindikasi Self-Harm
6901,kabel buat ngiket leher wkwkkw,Terindikasi Self-Harm
6902,beli enggak sih buat ngiket leher kalo stres,Terindikasi Self-Harm
6903,biar lihat garang dikit tambah pakai kalung rante ngiket leher deh lol,Terindikasi Self-Harm
6904,tau suicide gua suicidal kelas sd self harm kelas kali coba bundir kelas makin parah sama mending pas kuliah kumat ngiket leher,Terindikasi Self-Harm
6905,gue benar ngiket tali leher,Terindikasi Self-Harm
6906,nenggelemin diri sungai hanyut tolong orang kali damn nyuruh teman ngiket leher pakai tali gede terus aku suruh tarik aku cekek memang pengin mati,Terindikasi Self-Harm
6907,pernah bjir begini mau bundir ngiket leher pakai ikat pinggang terus tarik kuat kuat pengap pengap nih napas eh tiba tiba pintu kamar buka sama ayah langsung dilepasin sama ayah bundir enggak kena marah iya habis sadar kok,Terindikasi Self-Harm
6908,terus tes kuat apa tali cara ngiket leher gue,Terindikasi Self-Harm
6909,pernah diiket cincin malah orang ngiket cincin jadi sebab pengin iket leher diri sendiri,Terindikasi Self-Harm
6910,lelah banget mau ngiket leher,Terindikasi Self-Harm
6911,aku sering nder kadang enggak apa kalo banyak masalah lebih ngeri lihat tali otak asa nyuruh ngiket leher lihat pisau otak nyuruh ambil,Terindikasi Self-Harm
6912,gue pernah pengin ngiket leher,Terindikasi Self-Harm
6913,iya benar dendam marah benci jelek lain dik militer umur gue kecil keras gue sempat coba bunuh diri jari pasuk listrik ngiket leher sendiri aku pikir enggak adil aku kayak siksa laku begini,Terindikasi Self-Harm
6914,pengin ngiket leher terus sangkutin batu terus batu pasuk sungai deh,Terindikasi Self-Harm
6915,enggak tau adek gua pernah bilang gua ngiket leher gua pakai tali satu sisi leher gua satu sisi gagang pintu jadi kalo narij otomatis cekek lucu sih sayang gua enggak ingat,Terindikasi Self-Harm
6916,sering banget kayak kalo tunggu kereta lewat mikir kalo lompat depan kereta bagaimana terus kalo tali pikir ngiket leher sendiri kalo listrik pikir nyetrum diri suka gidik sendiri entah call of the void intrusive thoughts,Terindikasi Self-Harm
6917,gue ngiket leher pakai sabuk model rel kayak begini makin tarik makin kencang buka bonggol memang niat suicid stengah hati pas kencang leher enggak napas akhir panik kelojot enggak lepas makin kencang pingsan,Terindikasi Self-Harm
6918,dulu pas main rumah teman hampir mati gara gara ngiket kain leher terus deh kayak jatuh kursi naikin untung lepas enggak bayang kalo kgk lepas mungkin sekarang deh jadi mayat,Terindikasi Self-Harm
6919,heheeh tadi coba bunuh diri hampir hasil ngiket leher pakai handuk sek nafas terus ingget neraka jadi aku sini,Terindikasi Self-Harm
6920,beberapa minggu lalu coba ngiket leher pakai sabuk terus dikuatin ikat sakit gaboong,Terindikasi Self-Harm
6921,aku tuh kalao punya kuku panjang suka reflek nyakar tangan sendiri kadang kayak selfharm dulu kalo sekolah guru sama teman suka motongin kuku aku tahu biasa buruk,Terindikasi Self-Harm
6922,enggak bisa hilang biasa nyakar telapak tangan sendiri kalo kambuh cuma satu satu spot mau dilukain kali kali bekas cepat pudar enggak tahu,Terindikasi Self-Harm
6923,beauty is pain until lu facial muka full komedo bruntusan alias sakit banget brengsekkk bawa mau menang panjang facial megangin tangan sendiri nyakar saking sakit,Terindikasi Self-Harm
6924,robek nyakar tangan sendiri saking tahan diri biar enggak banting barang,Terindikasi Self-Harm
6925,gue nyakar tangan gue sendiri biar gue henti menang mau berangkat sekolah damn malah darah untung temenku bantu aku bersihin luka sih p,Terindikasi Self-Harm
6926,nyakar tangan paha refreshing tbh entah rasa perih panas bahkan bekas luka love sok fkn much,Terindikasi Self-Harm
6927,gbsa nyakar tangan paha diri sendiri buat lampiasin semua emosi kependem baru potong kuku kalo kuku panjang i will what i wanna,Terindikasi Self-Harm
6928,luka nyakar diri sendiri kalian punya rekomendasi psikolog psikiater bandung enggak sama mau temenin aku sana aku enggak nekad pulang sendiri tangan sendiri terjun jembatan etc aku biasa kalau konseling cont,Terindikasi Self-Harm
6929,gue pernah selfharm selfharm gue tuh nyakar lengan tangan pakai kuku sendiri,Terindikasi Self-Harm
6930,tangan perih gegara nyakar tangan sendiri pas presentasi allah kapan sikap hilang,Terindikasi Self-Harm
6931,kalau emosi apa cuma menang nyakar tangan sendiri buat redain emosi tangan kiri makin jelek bekas corat coret sana sini,Terindikasi Self-Harm
6932,stres releaseku kadang suka nyakar nyakar tangan sendiri,Terindikasi Self-Harm
6933,suka mukulin kepala sendiri nyakar tangan sendiri,Terindikasi Self-Harm
6934,minum obat pack menang nyakar tangan sendiri darah efek sekarang tangan bekas cakar semua tiap tanya tangan selalu jawab jatuh cakar adek cakar kucing maaf kalian aku salah,Terindikasi Self-Harm
6935,untung kuku gua dah potong jadi pas nyakar tangan sendiri kga sakit,Terindikasi Self-Harm
6936,greget nyakar tangan sendiri gara gara loading orennnnn baka,Terindikasi Self-Harm
6937,tmi hari adeku kena korban mentally unstable ku harus aku nyakar tangan sendiri adeku bikin aku kesel aka ganggu akhir aku marah nyakar tangan jadi enggak tau sengaja enggak sengaja,Terindikasi Self-Harm
6938,kalo kesel marah sedih kecewa aku biasa nyakar nyakar tangan aku sendiri hihiii,Terindikasi Self-Harm
6939,pernah nyakar tangan sendiri pakai kuku waktu down nya tiru enggak kalo sekarang lebih jailin kucing cakar gigit luka,Terindikasi Self-Harm
6940,goblok lemah banget gue bentak dikit menang dikit sekarang menang menang doang mah gapapa wajar gue sekarang suka mukul kepala kalo menang nyakar tangan sendiri mukul kaki deh gila kali gue,Terindikasi Self-Harm
6941,biasa baru suka nyakar tangan sendiri memar,Terindikasi Self-Harm
6942,apa aku masuk aku dulu benar enggak suka marah apa semenjak masuk sama enggak tau aku lebih suka marah enggak jelas siapa kalo benar marah suka sakit diri sendiri kayak jedotin kepala tembok cubit nyakar tangan,Terindikasi Self-Harm
6943,pas kos tambah kejer nang mukul diri sendiri benturin kepala tembok nyakar tangan nyakar rambut stres pokok kayak allah,Terindikasi Self-Harm
6944,nyayat sikit gelang tangan sama nyakar diri sendiri luka,Terindikasi Self-Harm
6945,waktu stres berat gue nyakar tangan sendiri darah,Terindikasi Self-Harm
6946,entah sejak kapan gue mulai motekin kuku sedang kecewa diri sendiri makin lama nyakar diri sendiri banting benda benda gores pakai jarum tangan sejak kapan entah,Terindikasi Self-Harm
6947,efek terlalu banyak begadang bahkan enggak tidur terlalu stres underpressure bahkan kemarin puncak kemarin pas presentasi aku cubit nyubi sama nyakar nyakar telapak tangan sendiri darah nervous pas kelar baru rasai hari sakit hhhh gws,Terindikasi Self-Harm
6948,sekali nya marah banget terus enggak luapin langsung cuman tahan akhir nyakar tangan sendiri pas kuku panjang bebekas,Terindikasi Self-Harm
